product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,social connectedness,environment,self_sufficiency,transparency_authenticity,tradition,individuality,diversity_equality,privacy,status,thrift_value,innovation,fun_adventure,health
Toast 11 Titanium Pro Mac,Software,2,0,0,N,N,CD audio is Great...Conversion horrid,"I have Mac OSX Lion and have used Toast for years with my macs. I talked myself into buying the Toast 11 Pro (I had Toast 10) because I really needed to convert my old family Super 8's that I had transferred years ago into my external drive digitally.<br />I had several (5) DVD-R's that would only convert 1/2 of the DVD-R digitally to ANY file format. I tried several times with several conversion formats with the same result: 1/2 of the DVD-R. The pre-process conversion would read that the entire DVD-R would transfer; but only 1/2 would actually convert. Iy did not matter if the DVD=R was 2 hours long or 45 minutes...only 1/2 was converted.<br /><br />I finally had some DVD-Rs from the late 1990's of family that had audio as well as video as they were recorded originally on Hi -8 and put onto DVD-R.<br />These converted video OK to .mov files, but there were 2 second audio sync problems on the finished conversions. I tried several times with different formats--SAME PROBLEM. Unacceptable!<br />I purchased another program and I have had no problems with all of the situations listed above.<br /><br />As far as CD audio burning...the Toast 11 program is great...but any older Toast can do that! No need to upgrade.<br /><br />If you are going to burn CD's and/or Data files to CD or DVD/Bluray--I am sure that Toast 11 Pro will work fine for you. For Conversions: Toast 11 falls flat and short of expectations. School Grade: D+ and a lot of extra \\""Re-do\\"" work for me.",1/2/2013,,,,,,,,,,,,,
Norton Utilities 15.0 - 1 User / 3 PC [Old Version],Software,5,3,3,N,Y,Pleased but very careful in useing this,"I am pleased in all respects with this program. I have a Pentium 4,windows XP computer and only had very minor problems with installation. I took my time studying what each function did and compared it PC Tools Registry Mechanic which is basically the same thing and activated only those utilities which matched it and the little meter quickly went all the way to the right. So far I have not experienced any of the problems listed by other users in terms of loss of passwords or loss of anything period! Clearly when one buys new software,it behooves the person to study it closely to see if it is really going to fit the bill for your computer maintenance needs and so I give this program kudo's for doing exactly what it indicates!",11/26/2012,,,,,,,,,,,,,
Fate 1 2 3 Jewel Case,Software,3,36,40,N,Y,"Not what it appears, though it is what it is.","Greetings all.<br /><br />I purchased 'Fate: Jewel Case edition' believing I was purchasing Fate, Fate 2 (Undiscovered Reality) and Fate 3 (The Traitor Soul). It arrived on time and in good condition.<br /><br />I'm running the game on Windows 7. When I attempted to load and install the game my computer had a difficult time reading the disk. I eventually needed to resort to opening the game manually through Windows Explorer. Although the load was very slow, the game loaded successfully.<br /><br />At first look after installation it appeared I only had access to Fate 3 (The Traitor Soul). I became a touch irritated. Through the search process of looking for the first two Fate games I loaded a game storage site called \\""Wild Tangent,\\"" a site where an individual can pay and play older games. Fate was there as was Fate 2 (Undiscovered Reality) however, there was a charge to play either of the games, which between the two would have cost more than double what I paid for the Jewel Case edition of Fate. Now I am more than irritated. I figure its time to send a very nasty note to the folks I purchased the game from and I headed back to Amazon to let them know my feelings in very clear and concise words. Luckily for me, I didn't get that far.<br /><br />I choose to read through the reviews before giving in to my injured sense of fairness in the market place. First I read all the reviews of those who rated the game a 1. With a couple of exceptions in which the reviewer just wanted to hear him/herself rant, the reviewers experienced the same issue I did. I was feeling proud of myself now knowing I wasn't alone. However, there was a slight dent in my personal feelings of belonging to a disgruntled crowd. . . There were a whole lot more folks who rated the game 5 stars. Why that was, I decided I needed to find out.<br /><br />The first Five Star rating I read was written by Oddlydrawn. He explained how Fate 3 (The Traitor Soul) contains within itself the other two games, as Fate 2 and 3 were expansions to the original Fate.<br /><br />So good reader--if you have not read Oddlydrawn's review I believe you will find it very helpful and then, perhaps, like me, you will begin to feel the world isn't as bad as it was half an hour ago. :-)<br /><br />~Somewhere in the process of getting older, I forgot to grow up.~o games, as Fate 2 and 3 were expansions to the original Fate.<br /><br />So good reader--if you have not read Oddlydrawn's review I believe you will find it very helpful and then, perhaps, like me, you will begin to feel the world isn't as bad as it was half an hour ago. :-)<br /><br />~Somewhere in the process of getting older, I forgot to grow up.~",2/3/2013,,,,,,,,,,,,,
Microsoft Windows Vista Ultimate FULL VERSION [DVD] [OLD VERSION],Software,4,20,29,N,N,I love the new features - should have progressed more in 5 years,"I beta tested Vista from early on and have run the complete version for about 2 months now via TechNet and Microsoft Connect. I love how it works and runs. Only real argument I have is that I run it 64 bit with a dual core and some programs are not compatable (not Microsoft's fault.) They need to catch up! On another note, Microsoft released details of this OS a long time ago, yet kept dropping features (new file system...) to get to an earlier release date. Again, I love it, but after 5 years of the \\""best\\"" programers, I expected more.",2/3/2007,,,,,,,,,,,,,
WriteItNow 4,Software,5,64,66,N,N,Long-term Fan,"I've used this program (mainly for short story writing) for years. I love the latest version (4), particularly the storyboard feature, which makes it easy to visualize and reorganize scenes and chapters. The writing targets feature is great for keeping you motivated, and I also use the name generator a lot, to come up with authentic-sounding characters. These are just three of the many tools in WriteItNow, but it is the flexibility of the software that makes it a winner for me.",9/23/2009,,,,,,,,,,,,,
Roxio Easy Media Creator Suite 9 [OLD VERSION],Software,1,3,5,N,Y,Read before you buy!!!!,"Before you buy this software read all of Amazon's reviews, and the user forums @ Roxio. This software is riddled with bugs, causes serious system crashes, and incredible frustration. Read Roxio's workaround for the problems before you install this, because if it crashes your computer, you're going to be spending a day or two manually cleaning your registry. <br /> <br />The problems mostly seem to happen when upgrading from previous versions. I have used, and loved, Roxio since version 5, and have upgraded to every version since then with little or no difficulty. But when I upgraded from 8 to 9 all hell broke loose. Major crashes, not just of the OS, but other software. Incredibly hard time uninstalling Roxio 9. Thought I would have to do a clean install of Windows to get my system back, but after several attempts at deleting all Roxio references in the registry, and then doing a \\""system restore,\\"" I got the OS stabile again. But this took about twelve hours to accomplish, and because of the system restore rollback, I had to redo a lot of work. <br /> <br />Save yourself some some aggrevation: READ BEFOR YOU BUY! If one or two Amazon reviews were negative you could chalk it up to \\""user error.\\"" But there is a pattern of serious crashes with this software. You have been warned!",9/29/2006,,,,,,,,,,,,,
Microsoft FrontPage 2000 [OLD VERSION],Software,5,0,0,N,Y,If your looking to revise PDF files this the software you need!,The software is just what I expected. The quality of the cd was excellent condition. If your looking at revising PDF file you need it.,6/26/2013,,,,,,,,,,,,,
Jigsaws Galore! Beautiful Planet set 11,Software,5,0,0,N,Y,Great pictures.,Lots of wonderful pictures to put together.,11/2/2014,,,,,,,,,,,,,
Nova Development US Hallmark Card Studio Deluxe 2013,Software,1,1,1,N,N,MAH,"I am so disappointed with this product. I previously had Hallmark Christian Studio 2 Deluxe and it was very 'user friendly'. There were many styles to choose from and you were able to be very creative. I spent hours going through these cards and there no 'pretty' cards. The majority of them were like cartoon drawings - not something I would send to an older adult. The messages inside were 'fluff' and though I knew it was not a Christian Card program, I did expect there would perhaps be some religious selection in the Christmas section. I was wrong. It was actually work in choosing a card and some of them, even in the Preview mode, were unreadable. You had to click all over the place to open, see inside, and close each card. All in all, with a choice of thousands of cards, I didn't find enough to even bother with keeping the product. (I misplaced my disc for my other program.)I spent weeks in deciding which program to get and went with the Hallmark name and my experience with the previous product I had been so happy with. It's being returned and I'm still looking for a replacement.",10/24/2013,,,,,,,,,,,,,
TurboTax Deluxe Federal + E-file + State 2011 [Old Version],Software,5,0,0,N,Y,turbo review,"I use TurboTax every year, only had one problem which caused me a late penalty with IRS. If you take out money from your 401k, it you are not not allowed to get the 401k deduction for that year, even if you resume paying into your plan after the 6 month period where you cannot resume paying into your plan. Also, the price went down $10 the next week.",2/9/2012,,,,,,,,,,,,,
IOLO Technologies System Mechanic (3-User) [Old Version],Software,5,0,0,N,N,Great protection and maintenance,This is the only software that has ever kept my computers running smoothly without interfering with my use of the computer. I am really happy with how comprehensive the package is and how well it performs on all fronts.,9/28/2013,,,,,,,,,,,,,
Quicken WillMaker Plus 2015,Software,4,0,0,N,Y,Four Stars,Good for updating old Will,2/8/2015,,,,,,,,,,,,,
miBookÂ MKC10Â CookingÂ KitÂ IncludesÂ QuickÂ andÂ EasyÂ MealsÂ andÂ IrresistibleÂ DessertsÂ RecipeÂ Cards,Software,4,0,0,N,N,useful,useful gadget for audio books & photos with SDcard<br /><br />can watch videos on it too if they are in the right format<br /><br />Can be an e-reader for text but not the greatest to use that way<br /><br />I bought it for $20 not for the recipes although they are pretty good.. but to see if I wanted .. a kindle or other type of e-reader.<br /><br />I read many books...and wondered if I would want to give up turning 'paper pages'. My conclusion? dont think other expensive electronic page turners..are for me.<br /><br />While the quality of the screen on this<br />MiBook is good..and sound is not so bad either...that is not the issue..it is for me...missing the smell and feel of paper.<br /><br />But I'm an old coot...maybe younger would think differently.<br /><br />For the cook...it could be a fun platform to ..make your own recipes to customize and give as a gift to special people in your life.<br /><br />This gadget...could be put to many uses other than what it is marketed as.. not to say..what it is may not be enough but it can be..much much more with a little tech savvy.<br /><br />All in all I find this to be a good value and enjoyable to play with...I also listen to music on it..can play all my mp3 files with ease...so it does fill several niches<br /><br />again...a well spent $20 saved me hundreds ..in that I won't buy other much more expensive gadgets... that I would not use.<br /><br />Thanks Amazon seller for letting me buy/try a $130 gadget for $20 and ultimately I will...give it away ultimately...as a gift .. possibly with an SD card with home movies on it or me singing lullabyes...or loaded with family photos and clips of old family home movies. So many uses I can think of to keep it and similar..out of our landfills.,4/3/2012,,,,,,,,,,,,,
Photoshop Elements 13,Software,1,6,7,N,N,I absolutely hate this software,"I absolutely hate this software! Have used Elements for years, recently upgrading from PSE 11 because of a new camera ( 11 doesn't support the RAW for the camera). It locks up my computer constantly! I have all the specs needed to run this program. It is going in the trash and I will convert my photos to dng. files so I can go back to 11.",1/16/2015,,,,,,,,,,,,,
Adobe Acrobat Pro DC Mac,Software,5,1,10,N,Y,Five Stars,GREAT,7/31/2015,,,,,,,,,,,,,
Intervideo WinDVD 5 Gold,Software,1,2,2,N,N,WinDVD5,"WinDVD 5 Gold is a great disappointment. It is a cumbersome program, compared to InterVideo WinDVD 2.1 that I have enjoyed for years. The only reason I decided to buy WinDVD 5 Gold is that I purchased a new computer, and wanted to install a good DVD player. After using this new version, I went online to find a used 2.1 -- and fortunately I was successful. The only redeeming quality WinDVD 5 Gold has is its provision for video production. But for DVD viewing, I'll take the old version anytime!!",6/16/2009,,,,,,,,,,,,,
Pop-Up Stopper Companion 3.0,Software,2,5,6,N,N,why buy?,i used this program for a few weeks.. works ok .. but i then got the google tool bar for free i like its pop up stopper better.. check it out its free...,9/29/2003,,,,,,,,,,,,,
Quicken Deluxe 20,Software,5,0,0,N,N,Quicken Review,"Have used Quicken for a lotta years. Am very happy with it. Have upgraded periodically and the upgrades are easy and uneventful. Don't use all of the functions, but use what I need.",1/11/2014,,,,,,,,,,,,,
Cyberlink PowerDVD 15 Ultra,Software,5,0,1,Y,N,It doesn't get an better,"This is the best media players you can buy today. The best picture, Blu-ray discs, 3D, and every thing else out there you can play is supported (as far as I know).<br /><br />The picture is tremendous on our Sharp LC-42LE540U 42\\"" LED TV V with wi-fi.<br /><br />- only thing missing for me would be subtitle search function<br /><br />Of the 3 versions I have only used the Ultra.<br /><br />Standard does not support 3D or Blu-ray.<br /><br />Pro supports Blu-ray but not 3D.<br /><br />The Ultra supports them both plus 20GB of online storage, but only for one year.",6/2/2015,,,,,,,,,,,,,
Rosetta Stone: Indonesian Explorer,Software,4,15,18,N,N,useful and fun too,This program is entertaining and easy to use. The interface is quite intuitive. The lessons flow naturally and are actually pretty fun and sort of addicting. A good indonesian-english dictionary would serve as a useful compliment to this product. It's only weakness is that it contains little on conversation. A listing of common phrases and their usages would be handy. You might also consider purchasing a good phrasebook.,1/23/2000,,,,,,,,,,,,,
ClueFinders: Mystery of Monkey Kingdom (Jewel Case) - PC/Mac,Software,3,0,0,N,N,children's software,"This is a good software for the kids, but was not developed to sustain their excitement. After the first few days, my kids became bored with it especially after they solved the entire puzzle. My suggestion is that software such as these, should be written in a format to enable the kids start afresh at the end of the puzzle.",1/25/2010,,,,,,,,,,,,,
Macromedia Studio 8 for Win/Mac [Old Version],Software,5,0,1,N,N,Good Software,Excellent tool for website design. Now I need a complete workshop to learn all the tools it has.,3/29/2007,,,,,,,,,,,,,
Rosetta Stone V2: Spanish (Latin America) Level 1 [OLD VERSION],Software,2,19,21,N,N,Overpriced,This is a good program and method overall but the price is just too high in my opinion. I would recomend taking a look at Spanish Now by Transparent Language which is also has a good method and a very good program but much more affordable.,6/19/2003,,,,,,,,,,,,,
Greeting Card Factory 8.0 Deluxe [Old Version],Software,2,0,0,N,Y,Engineered for confusion,"We shouldn't have to be engineers to get a program working. All I wanted is a greeting card program, so the other 99% is just a waste of the software. I should mention, I ordered v8 but was sent v9. Perhaps the v8 would have been a better program.",11/23/2013,,,,,,,,,,,,,
Acronis Disk Director Suite 10.0 [Old Version],Software,4,6,7,N,Y,Partition software for dual-boot (WinXP & Vista),"Having purchased Vista, but wishing to keep Windows XP MCE, I purchased Acronis Disk Director Suite 10 in order to set up a dual boot system that would accommodate both operating systems. In addition to the Acronis product I also had a copy of Norton Partition Magic, and since I had two identical desktop PCs to configure in a dual-boot mode I intended to use Acronis on one and Norton on the other. After a few hours of Symantec software torture I abandoned the Norton product, and easily configured both PCs using the Acronis Disk Director. I have yet to figure out why Norton Partition Magic would not step through the dual boot configuration process, but Acronis Disk Director 10 sailed right through without a hitch. I have been using Norton products for years, and while Symantec makes quality software they also engineer their product line with a sufficient number of traps to drive even the most patient geek certifiably mad. You may ask why Disk Director did not get the 5-star rating; the answer is that Acronis has a few unnecessary traps of its own (but not quite enough to coax you into using the software as a frisbee) So, if I ever have the occasion to again set up a PC to accommodate two operating systems (dual-boot), and the software choices are between Acronis and Norton, I will not hesitate to purchase Disk Director; I highly recommend this software.",5/7/2007,,,,,,,,,,,,,
Microsoft Office Home and Student 2007 [Old Version],Software,1,0,0,N,N,A very strange experience,"I have never downolad the Office 2007 but for some strange reason it appeared on my PC after I openned up a file from my colleague a few months ago or might be due to my regular Microsoft updates. Every time I open up my file, my PC will automatically open it in Office 2007 and requests me to purchase it otherwise I can not modify my file. Office 2007 seems like stealthly get into my PC without my permission. I am very happy with Office 2003 and really want to get rid of the Office 2007 from my PC.",10/15/2009,,,,,,,,,,,,,
Microsoft Windows Vista Home Premium Upgrade [DVD] - Old Version,Software,2,4,5,N,N,My System Wasn't Up To Speed,"I'm sorry I didn't listen when I was advised to wait until I purchased a new PC. For Windows Vista, your system may lack resources. Though it will run, it runs much slower. At least with Windows XP, I could play my movies on DVD. My video card was not up to snuff for Windows Vista. I had driver problems but finally got the right ones. I found I was happier with Windows XP, so I went back to it.",3/19/2008,,,,,,,,,,,,,
Quicken Home & Business 2012 [OLD VERSION],Software,5,6,31,N,N,Best upgrade in a few years,"This is the best yearly upgrade in a few years. Faster, smarter, better integration with TurboTax. With as many version and data entry possibilities, there may a few users with upgrade issues. Quicken tech support has greatly improved. So, if you were waiting, stop and get this version.",10/4/2011,,,,,,,,,,,,,
ScanSoft PDF Converter Professional 3.0 [Old Version],Software,5,3,8,N,N,Lookout Adobe!,"This app is incredible. I originally bought it for the \\""FormTyper\\"" feature that lets you make unfillable PDF forms instantly fillable, but later found out it would let me edit text and graphics in PDF files. I previously avoided PDF files because they couldn't be used for anything really with Acrobat Reader, and Acrobat Standard was too darn expensive. This program is Adobe's worst nightmare - now people have a real alternative to their bloated, slow, over priced Acrobat solution. Isn't competition wonderful?",4/29/2006,,,,,,,,,,,,,
Quicken Premier 2010,Software,2,4,6,N,N,Beware of V 2010 right now,Purchased this in early November 2009. Version 2010 R2. Found that it was incompatible with Union Bank checking (older versions work fine). As of now you will not be able to download UB transactions to Quicken. Union Bank claimed it would work manually if you downloaded and then opened the download file in Quicken but the UB support person and I spent a lot of time trying but that did not work. Union Bank claims there are other issues as well. So my advise is don't buy 2010 until well into 2010 after Intuit has fixed these problems.,11/8/2009,,,,,,,,,,,,,
Kaplan SAT/ACT/PSAT Gold Edition,Software,4,10,10,N,Y,I expected better,"Kaplan normally does a very good job with review materials. This one seems like it was hastily made and not updated very recently. It's still a good product, deserving of a good rating. It certainly addresses the right subject material, but I would like to see a name like Kaplan provide a more dynamic user experience.",5/11/2008,,,,,,,,,,,,,
Mac OS X version 10.6.3 Snow Leopard (Mac computer with an Intel processor required),Software,5,1,2,N,Y,No Brainer Upgrade,"The price is so low, there is no reason not to upgrade! It gets your computer ready for the \\""next great thing\\"" from Apple, and does so seamlessly and (almost) effortlessly. The refinements (not really new features, but close to it, such as, how the Dock and stacks now work) make life on the computer easier and more pleasant. [...].",10/18/2009,,,,,,,,,,,,,
Microsoft Windows 8.1 - Full Version,Software,5,5,7,N,Y,Don't mind the reviews! It is a great OS!,"I don't know why so many people hated it, I'm coming from a 10 year old machine that was using windows vista and since I first saw Win 8.1 I knew it would be great for my first build! I love it! The learning process it is really fun. Don't hesitate to buy it by the reviews!",11/5/2014,,,,,,,,,,,,,
Microsoft Windows 7 Professional SP1 32-bit DVD Software + Genuine Product Key & COA License,Software,5,0,0,N,Y,Five Stars,just what I needed.,4/11/2015,,,,,,,,,,,,,
DVD Copy 6,Software,5,3,7,N,Y,very good software,"I just recently upgraded to vista, and was looking for a dvd copy software compatible with it; this works great, no conflicts; would recommend for anyone using vista",1/7/2008,,,,,,,,,,,,,
"Dragon NaturallySpeaking Home 12.0, English (Old Version)",Software,3,0,0,N,Y,Hard to operate,learning curve is just too much. Not as easy to use as expected.,5/12/2015,,,,,,,,,,,,,
Microsoft Office 365 Small Bus Prem 1yr Sub,Software,2,0,1,N,Y,Office,Hard to tell from MS descriptions of their products if encryption options are available. After rec'g the item and loading it the product does not support encryption so I had to return and upgrade.,7/8/2015,,,,,,,,,,,,,
Scrapbook Factory Deluxe 2.0 [Old Version],Software,2,7,9,N,N,Not what I expected,"It's okay and the interface is nice, but with the images on the box one would think they were getting elegant images for scrapbook pages, NOT, I hate cutsey and most of it is just that! Not what I want and since there is a 90 day money back guarantee, guess what? It's going back and the company better give me my $40.00 back! not an exchange either. <br /> <br />",2/28/2005,,,,,,,,,,,,,
Learn Adobe Photoshop Lightroom 3 by Video,Software,5,0,2,Y,N,Excellent way to learn Lightroom,"I was extremely pleased with this training video. The video player was very full featured; far better than any I have used in other video training I have used. Look over intro page ix of the accompanying book to get an over view if it's capabilities. Although it launches full screen, it can be reduced in size like any other on-screen window. Find the small handle at the lower right. You could of course shrink it down to the task bar, but it runs and looks great at both small and large sizes. What's more, you can pause the video at anytime, run you own copy of Lightroom and actually work through the same steps you are learning about. In fact, the image used on the DVD are also included on the DVD, so you could repeat the lessons with the identical images. (The video lessons are also on the DVD in .mp4 and .3gp format, so you may be able to work through some lessons on your iPhone/iPad or 3G cell phone while commuting.) It will pay to pause the first lesson and explore the user interface of the DVD playback software. It's not as complicated as LR itself, but quirky enough to make starting off somewhat confusing. You'll want to explore the LR interface at some point too. The Lightroom (LR) interface is designed around a good, flexible work flow, and the lessons generally follow that workflow. Of course, in actual use you can easily jump around the interface as you want, but seeing the software in an actual work flow is terrific. LR, like Photoshop, is a deep product, and watching it being used is actually far easier to do than trying to follow step-by-step instructions from a book. The DVD comes with a small book which you can remove from the packaging; it's got those small sticky pads holding the back of the book to the box. Just lift off carefully. The first half of the book is entitled \\""The Photograper's Eye\\"" by Michael Jordan (but not that Michael Jordan.) This seems like basic filler, and is not related to Lightroom at all. The last half is pretty good,although a lot of those ridiculously small screen shots are included. The material covered is duplicated in Lesson 1.4 to 1.4.9 so you can at least see a much bigger image. There is also a handy keyboard shortcuts list. The book is also handy in case you want to change some of the settings without reloading the DVD. I have a few quibbles. In general, this DVD is aimed at Lightroom beginners. But much of Lesson 1 (1.1 to 1.3.7) deals with \\""What's New in LR3\\"" which is almost useless, and frankly confusing, for someone using LR3 the first time. (If you just upgraded from an earlier version, this might be more interesting.) Start up your own LR and jump to 1.4 to begin the process of customizing your setup. At 1.4 you get a really useful, well explained review of the many LR settings. If you start with the 'Play All' option, as recommended, the interface takes you automatically from lesson to lesson, although there is no visual indication of which lesson and chapter number you are actually on. The titles are shown on the right hand sidebar (Chapter Videos) if you open it, but not the lesson numbers. You can use the dropdown at the top of the main dialog to see this, however. You can choose specific lessons from the opening main screen if desired. As you go, you can set bookmarks for sections you might like to revisit. All you bookmarks are available from one of the tabs at the top... a really nice feature! If you truly are a Lightroom beginner, this DVD will get you up-and-running quickly. If you have used Photoshop, and Camera Raw (CR) in particular, you will quickly see how adjustments in LR are so similar to CR, with LR adding so much more in terms of automation, asset management etc. Quirky start-up aside, this is an easy 5 star rating!",9/27/2010,,,,,,,,,,,,,
Teacher's Toolbox 6.0,Software,5,8,8,N,N,Recommended by a colleague,"I read a previous review but find my experience to be much different. Perhaps due to the fact that I was not a user of a previous version. I was introduced to the product by a colleague. After she reviewed with me the features of the product, I decided to purchase for myself. I have found that that there is very little learning curve to begin using the product effectively. The navigation is easy and the accuracy of reporting, averaging and curving is excellent. If you haven't used grade book software for your personal use before, I highly recommend this product.",10/30/2007,,,,,,,,,,,,,
Crack DAT PAT - Simulate the Dental Admission Test (2017-2018 Royal Flush Edition) [Digital Download],Software,5,1,1,N,N,Perfect preparation solution for DAT,This program has hundreds of questions which would prepare you for the test. I felt really insecure about the test before I started on this program. I felt more ready as I tested myself with the program since they had questions about things that I wouldn't pay much attention to. And my score actually showed that I have improved as I practiced more and more with this program.,6/16/2011,,,,,,,,,,,,,
Adobe Photoshop Elements 4.0 - Old Version,Software,1,28,39,N,N,Very Upset & Disappointed,"Received this quite promptly from Amazon.com. Though I have Jasc PSP v8 I was looking for a certain (and, supposedly, superfast) format that was, reportedly, very easy to use with Photoshop Elements. When I tried to load photoshop Elements to my laptop (which is a little over a year old) it crashed my hard drive. After several futile attempts to fix the problem myself (was unable to even start the computer as it was in a crazy loop that wouldn't allow attempts at loading it up in safe mode even) I had to take it in to be looked at. <br /> <br />Techs were unable to find which exact file was corrupt (after several hours there were 100s) so they eventually did a system restore. So, added to the cost of the software I was also $170 out of pocket. Techs loaded Adobe so I wouldn't have a similar problem. I loaded all my other software without too much trouble. Had to remove their version of Norton. <br /> <br />Anyway, though I am able to use Adobe for the purpose for which it was purchased I am not happy with the software. It freezes. It is super slow when it's not freezing. I even have it open with nothing else running and it is still erratic. I HATE IT and it has cost me more money than I ever thought it would. <br /> <br />My advice is STEER CLEAR. Get Jasc's PSPA.",7/13/2006,,,,,,,,,,,,,
TurboTax Deluxe Federal + E-file + State 2011 [Old Version],Software,3,1,1,N,Y,Good Product but don't like the price games,"I have used the three top programs TurboTax, Taxcut, and TaxAct over the years and tend towards TurboTax. The main reason I go to the other two is the price games TurboTax and Taxcut play. There is no substantive reward for using the program again the following year (yeah they offer you ten dollars off but you can get that by shopping on-line). I decided to buy on Amazon this year because I wanted to get it earlier. Just recently Costco but it on sale for another $10 cheaper. I installed it on Windows 7 Professional with no issues.",1/9/2012,,,,,,,,,,,,,
VOCALOID2 Character Vocal Series 03: Megurine Luka (Japan Import),Software,5,1,2,N,Y,A superstar voice-bank,"This library is a Vocaloid 2 collection of the Luka Megurine voice bank. It is packaged together with the Vocaloid 2 Editor and if that is OK then there is no need to buy the Vocaloid 3 Editor (you can make the editor use English text by installing it, find the file &#34;VOCALOID2_Japanese.dll&#34; and remove it or change it to another name).<br /><br />Luka is able to sing in Japanese and in English, with a nice soft voice and a good note-span. She can be easily imported to the Vocaloid 3 Editor (provided that you activate the voice bank first). There is a comprehensive manual included with the library - but unfortunately it is only in Japanese. Installation is straightforward, but is is in Japanese so it is a good idea to find some instructive youtube-videos to guide you. Also remember that the voice-bank must be activated and de-activated if it has to be move to another computer.",3/8/2015,,,,,,,,,,,,,
H&R Block Taxcut 2006 Home & Business + State,Software,4,15,19,N,N,Bought this for S Corp,"According to reviews of TurboTax's Home and Business, it appears that TurboTax does not support S Corp (but probably does in the more expensive copr. package). Since many small businesses are S Corps, you probably will need to buy something besides TurboTax...like this program.<br /><br />That is why I bought this product...I checked the product homepage (taxcut_com) and it said<br /><br />\\""Complete Business Coverage - Helps you prepare returns for a number of business types, including Corporations, S Corporations, Partnerships, Limited Liability Companies (LLCs), Non-profits and Estates & Trusts. Plus, the program handles Payroll Taxes as well.\\""<br /><br />So hopefully it will work for me without any additional software. I will try to come back and update this review once I try it out...but since it is from H&R Block, I figure it might not be the simplist program, but at least it will be accurate (they actually guarantees that...although most errors are from the users anyway).<br /><br />Nice little perk is that the software comes on a USB jumpdrive for easy installation...and it also will import TurboTax files from previous years...<br /><br />Sorry this review is not more informative, but after spending an hour digging around for S Corp info, I thought it would be helpful to mention that this apparently supports S Corp Businesses, as well as (unlimited) business state returns, personal federal and state as well as E-Filing... Overall it certainly seems to include alot of forms and features for one price.",12/26/2006,,,,,,,,,,,,,
Norton 360 1 User 3 Licenses,Software,1,3,4,N,N,Doesn't work for windows 8 or 8.1,Norton doesn't work on windows 8 or 8.1. The worst part of windows 8.1 is Norton. It has to be reloaded every 2 or 3 weeks. The last time it was reloaded the Norton tech even said it doesn't work for 8 or 8.1. They also move my registry and program files so bad I had to go bad to a save point and reload the computer. The program is a nightmare.,2/4/2014,,,,,,,,,,,,,
NTI Backup Now Ez 2010 [Old Version],Software,1,17,18,N,N,Keeps Shutting Down During Backup in Windows Vista Environment,"I have had this product for a few months now. I have never been able to run a successful backup. I am in the Windows Vista 32-bit environment, and the backup will get about 2% complete when my computer goes dark and completely shuts down. I have been extremely disappointed with this product and its effect on my computer. I cannot recommend it and feel as though I've been sold a defective product.",8/8/2010,,,,,,,,,,,,,
Microsoft Office 2010 Home & Student 3PC /1 User [OLD VERSION],Software,5,0,1,N,Y,Amazon rocks!,"As usual, Amazon shipped the product fast and efficiently. It arrived right on time, in good condition, and the download disc worked perfectly. I tried just using a product key but failed every time. Amazon was the only place to get the disc! Thank you Amazon! You rock!!!",11/25/2011,,,,,,,,,,,,,
Intuit Quickbooks Point of Sale Basic V11 2013 New User,Software,1,1,1,N,N,WARNING! TERRIBLE TERRIBLE PRODUCT AND SERVICE!!!,"Whatever you do, don't use this! We tried to use this product this for our business in 2013. We were on the phone with QB's for hours trying to get it set up. We never could get it to work. We called to cancel it back in early 2014. I just found out they've been charging my bank account for over a year, it's Feb 2-15 now. We didn't realize it was this service that was charging us because we also use Quick Books for bookkeeping. I called today and was told that even though I've never used the service and was unable to figure out how to use the service, they are still going to charge me for over a year with them. They only have records of our first two phone calls with them, even though we called numerous times and did call to cancel. Terrible customer service, terrible product. Got Square instead and got that up and running in a matter of minutes. We've never had one issue with it.",2/5/2015,,,,,,,,,,,,,
Microsoft Office Home and Student 2007 [Old Version],Software,5,0,0,N,Y,Just what we needed,The product was puchased for my blind son to interact with a &#34;Jaws&#34; program to help him be able to communicate through his laptop. We're very satisfied with it.,1/23/2014,,,,,,,,,,,,,
Parallels Desktop 10 for Mac,Software,1,0,0,N,N,Paying for too many upgrades...,"EDIT: I used to love the software and gave it 5 stars, but I had to rethink my decision and give a new updated review.<br /><br />I was enjoying this product until I upgraded to El Capitan... I can't get into my bootcamp partition without being pushed to upgrade... I've already paid 4 times for upgrades/full version for round $260 already... I don't think it's right to keep pushing people to pay for upgrades over and over with every OS that Apple releases. I'm considering switching to something else where I don't have to keep paying for upgrades once or twice a year...<br /><br />(Added pictures to show how many times I purchased this product...",10/14/2014,,,,,,,,,,,,,
